Titel,Cases,Deaths
Geneva,40,0
Vaud,50,1
Basel City,29,0
Aargau,14,0
Zurich,40,0
Ticino,67,0
Graubünden,17,0
Valais,5,0
Basel Country,20,1
Bern,34,0
Fribourg,10,0
Zug,7,0
Schwyz,7,0
Neuchâtel,17,0
St. Gallen,3,0
Lucerne,5,0
Appenzell Ausserrhoden,2,0
Jura,3,0
Thurgau,2,0
Solothurn,1,0
