Titel,Cases,Deaths
Aargau,878,18
Appenzell Ausserrhoden,77,3
Appenzell Innerrhoden,24,0
Bern,1441,49
Basel City,882,33
Basel Country,740,23
Fribourg,846,54
Geneva,4560,153
Glarus,91,2
Graubünden,728,35
Jura,183,2
Lucerne,576,10
Neuchâtel,575,39
Nidwalden,104,0
Obwalden,62,0
St. Gallen,649,21
Schaffhausen,57,1
Schwyz,251,11
Solothurn,315,7
Ticino,2869,244
Thurgau,285,8
Uri,77,4
Valais,1616,86
Vaud,4560,228
Zurich,3004,70
Zug,168,5
