Titel,Cases,Deaths
Aargau,1167,42
Appenzell Ausserrhoden,98,3
Appenzell Innerrhoden,25,0
Bern,1840,93
Basel City,970,50
Basel Country,837,34
Fribourg,1138,83
Geneva,5091,267
Glarus,127,12
Graubünden,821,46
Jura,202,7
Lucerne,715,19
Neuchâtel,714,82
Nidwalden,118,3
Obwalden,79,0
St. Gallen,802,36
Schaffhausen,78,6
Schwyz,306,23
Solothurn,421,15
Ticino,3268,340
Thurgau,376,17
Uri,92,7
Valais,1914,149
Vaud,5391,400
Zurich,3560,126
Zug,194,8
