Titel,Cases,Deaths
Aargau,364,3
Appenzell Ausserrhoden,45,2
Appenzell Innerrhoden,13,0
Bern,767,8
Basel City,573,13
Basel Country,502,5
Fribourg,421,15
Geneva,2277,23
Glarus,47,0
Graubünden,409,9
Jura,118,0
Lucerne,287,3
Neuchâtel,311,5
Nidwalden,54,0
Obwalden,37,0
St. Gallen,339,5
Schaffhausen,37,0
Schwyz,122,1
Solothurn,173,1
Ticino,1727,76
Thurgau,117,1
Uri,40,0
Valais,902,20
Vaud,2936,38
Zurich,1720,11
Zug,101,1
