Titel,Cases,Deaths
Aargau,788,16
Appenzell Ausserrhoden,72,3
Appenzell Innerrhoden,23,0
Bern,1286,37
Basel City,834,31
Basel Country,694,21
Fribourg,756,45
Geneva,3993,118
Glarus,64,2
Graubünden,668,34
Jura,174,0
Lucerne,527,9
Neuchâtel,492,30
Nidwalden,93,0
Obwalden,61,0
St. Gallen,578,15
Schaffhausen,50,1
Schwyz,196,7
Solothurn,276,3
Ticino,2659,211
Thurgau,236,8
Uri,72,4
Valais,1484,68
Vaud,4235,172
Zurich,2807,57
Zug,162,3
