Titel,Cases,Deaths
Aargau,1177,43
Appenzell Ausserrhoden,99,3
Appenzell Innerrhoden,25,0
Bern,1852,96
Basel City,972,50
Basel Country,837,34
Fribourg,1145,84
Geneva,5091,267
Glarus,128,12
Graubünden,821,46
Jura,202,7
Lucerne,715,20
Neuchâtel,716,82
Nidwalden,122,3
Obwalden,79,0
St. Gallen,803,36
Schaffhausen,78,6
Schwyz,307,23
Solothurn,427,15
Ticino,3279,341
Thurgau,379,17
Uri,92,7
Valais,1917,149
Vaud,5396,400
Zurich,3571,127
Zug,198,8
