Titel,Cases,Deaths
Geneva,53,0
Vaud,76,1
Basel City,33,0
Aargau,15,0
Zurich,44,0
Ticino,91,1
Graubünden,18,0
Valais,15,0
Basel Country,21,1
Bern,37,0
Fribourg,12,0
Zug,7,0
Schwyz,7,0
Neuchâtel,26,0
St. Gallen,2,0
Lucerne,5,0
Appenzell Ausserrhoden,2,0
Jura,3,0
Thurgau,2,0
Solothurn,1,0
Appenzell Innerrhoden,0,0
