Titel,Cases,Deaths
Aargau,1174,43
Appenzell Ausserrhoden,98,3
Appenzell Innerrhoden,25,0
Bern,1847,94
Basel City,971,50
Basel Country,837,34
Fribourg,1143,84
Geneva,5102,267
Glarus,128,12
Graubünden,821,46
Jura,202,7
Lucerne,715,19
Neuchâtel,716,82
Nidwalden,122,3
Obwalden,79,0
St. Gallen,802,36
Schaffhausen,78,6
Schwyz,307,23
Solothurn,425,15
Ticino,3272,341
Thurgau,378,17
Uri,92,7
Valais,1917,149
Vaud,5396,400
Zurich,3569,126
Zug,197,8
