Titel,Cases,Deaths
Aargau,217,1
Appenzell Ausserrhoden,26,1
Appenzell Innerrhoden,3,0
Bern,418,3
Basel City,358,5
Basel Country,289,3
Fribourg,162,3
Geneva,1144,13
Glarus,21,0
Graubünden,257,5
Jura,49,0
Lucerne,131,0
Neuchâtel,188,2
Nidwalden,33,0
Obwalden,20,0
St. Gallen,167,0
Schaffhausen,28,0
Schwyz,56,0
Solothurn,68,0
Ticino,939,37
Thurgau,75,0
Uri,12,0
Valais,385,9
Vaud,1676,15
Zurich,891,3
Zug,48,0
