Titel,Cases,Deaths
Geneva,11,0
Vaud,9,1
Basel City,12,0
Aargau,12,0
Zurich,26,0
Ticino,33,0
Graubünden,9,0
Valais,5,0
Basel Country,9,0
Bern,17,0
Fribourg,7,0
Zug,5,0
Schwyz,6,0
Neuchâtel,15,0
St. Gallen,2,0
Lucerne,3,0
Appenzell Ausserrhoden,1,0
Jura,1,0
Thurgau,1,0
Solothurn,1,0
