Titel,Cases,Deaths
Aargau,626,12
Appenzell Ausserrhoden,65,3
Appenzell Innerrhoden,20,0
Bern,1073,26
Basel City,748,21
Basel Country,625,14
Fribourg,588,31
Geneva,2845,67
Glarus,59,2
Graubünden,598,27
Jura,145,0
Lucerne,449,7
Neuchâtel,402,11
Nidwalden,76,0
Obwalden,51,0
St. Gallen,480,8
Schaffhausen,47,1
Schwyz,164,4
Solothurn,237,3
Ticino,2377,155
Thurgau,198,5
Uri,62,1
Valais,1218,40
Vaud,3796,107
Zurich,2323,36
Zug,138,1
