Titel,Cases,Deaths
Aargau,1088,33
Appenzell Ausserrhoden,94,3
Appenzell Innerrhoden,25,0
Bern,1722,83
Basel City,941,46
Basel Country,816,30
Fribourg,1040,78
Geneva,4760,239
Glarus,121,7
Graubünden,802,43
Jura,196,7
Lucerne,674,16
Neuchâtel,674,65
Nidwalden,110,3
Obwalden,75,0
St. Gallen,767,31
Schaffhausen,73,5
Schwyz,293,18
Solothurn,382,15
Ticino,3161,311
Thurgau,360,17
Uri,83,5
Valais,1836,132
Vaud,5212,355
Zurich,3418,115
Zug,181,8
