Titel,Cases,Deaths
Switzerland,2353,0
Geneva,107,3
Vaud,273,3
Basel City,119,3
Aargau,31,0
Zurich,148,1
Ticino,262,6
Graubünden,47,0
Valais,47,1
Basel Country,48,2
Bern,78,0
Fribourg,38,0
Zug,9,0
Schwyz,13,0
Neuchâtel,39,0
St. Gallen,26,0
Lucerne,19,0
Appenzell Ausserrhoden,5,0
Jura,10,0
Thurgau,5,0
Solothurn,10,0
Glarus,5,0
Schaffhausen,1,0
Nidwalden,5,0
Obwalden,8,0
