Titel,Cases,Deaths
Aargau,1093,33
Appenzell Ausserrhoden,94,3
Appenzell Innerrhoden,25,0
Bern,1733,83
Basel City,943,49
Basel Country,818,30
Fribourg,1044,78
Geneva,4760,239
Glarus,121,8
Graubünden,806,44
Jura,197,7
Lucerne,677,17
Neuchâtel,675,70
Nidwalden,110,3
Obwalden,78,0
St. Gallen,775,33
Schaffhausen,74,6
Schwyz,295,20
Solothurn,383,15
Ticino,3176,316
Thurgau,362,17
Uri,85,5
Valais,1841,132
Vaud,5227,364
Zurich,3433,119
Zug,185,8
