Titel,Cases,Deaths
Aargau,1052,31
Appenzell Ausserrhoden,88,3
Appenzell Innerrhoden,25,0
Bern,1694,82
Basel City,936,46
Basel Country,813,30
Fribourg,1021,76
Geneva,4733,222
Glarus,117,7
Graubünden,794,43
Jura,196,6
Lucerne,660,16
Neuchâtel,668,62
Nidwalden,108,3
Obwalden,71,0
St. Gallen,745,31
Schaffhausen,70,3
Schwyz,284,16
Solothurn,376,14
Ticino,3112,299
Thurgau,358,14
Uri,78,5
Valais,1808,126
Vaud,5143,331
Zurich,3366,113
Zug,180,8
