Titel,Cases,Deaths
Aargau,1177,43
Appenzell Ausserrhoden,99,3
Appenzell Innerrhoden,25,0
Bern,1860,96
Basel City,974,50
Basel Country,838,35
Fribourg,1147,84
Geneva,5091,267
Glarus,128,12
Graubünden,821,46
Jura,202,7
Lucerne,723,20
Neuchâtel,716,82
Nidwalden,123,3
Obwalden,79,0
St. Gallen,803,36
Schaffhausen,78,6
Schwyz,307,23
Solothurn,427,15
Ticino,3284,342
Thurgau,379,17
Uri,93,7
Valais,1917,149
Vaud,5396,401
Zurich,3578,127
Zug,199,8
