Titel,Cases,Deaths
Aargau,1037,31
Appenzell Ausserrhoden,88,3
Appenzell Innerrhoden,25,0
Bern,1670,79
Basel City,931,45
Basel Country,811,26
Fribourg,1014,76
Geneva,4726,213
Glarus,117,6
Graubünden,794,43
Jura,196,6
Lucerne,654,15
Neuchâtel,660,61
Nidwalden,108,3
Obwalden,68,0
St. Gallen,736,31
Schaffhausen,65,3
Schwyz,282,16
Solothurn,375,12
Ticino,3106,298
Thurgau,353,14
Uri,78,5
Valais,1801,120
Vaud,5071,324
Zurich,3337,111
Zug,178,8
