Titel,Cases,Deaths
Aargau,241,1
Appenzell Ausserrhoden,30,1
Appenzell Innerrhoden,4,0
Bern,470,5
Basel City,376,5
Basel Country,302,3
Fribourg,189,4
Geneva,1231,13
Glarus,29,0
Graubünden,266,6
Jura,57,0
Lucerne,156,0
Neuchâtel,204,2
Nidwalden,39,0
Obwalden,25,0
St. Gallen,185,0
Schaffhausen,30,0
Schwyz,73,0
Solothurn,95,1
Ticino,1165,48
Thurgau,81,0
Uri,22,0
Valais,492,12
Vaud,1880,16
Zurich,1068,5
Zug,62,0
