Titel,Cases,Deaths
Aargau,626,12
Appenzell Ausserrhoden,67,3
Appenzell Innerrhoden,21,0
Bern,1137,28
Basel City,794,26
Basel Country,670,19
Fribourg,669,40
Geneva,3384,83
Glarus,59,2
Graubünden,646,30
Jura,156,0
Lucerne,478,9
Neuchâtel,433,24
Nidwalden,80,0
Obwalden,56,0
St. Gallen,515,9
Schaffhausen,49,1
Schwyz,170,5
Solothurn,258,3
Ticino,2508,177
Thurgau,213,7
Uri,67,2
Valais,1356,53
Vaud,4035,138
Zurich,2522,45
Zug,146,2
