Titel,Cases,Deaths
Aargau,1185,43
Appenzell Ausserrhoden,99,3
Appenzell Innerrhoden,25,0
Bern,1863,96
Basel City,974,50
Basel Country,838,35
Fribourg,1147,84
Geneva,5118,267
Glarus,128,12
Graubünden,822,46
Jura,202,7
Lucerne,726,20
Neuchâtel,719,82
Nidwalden,123,3
Obwalden,79,0
St. Gallen,806,36
Schaffhausen,79,6
Schwyz,307,23
Solothurn,432,15
Ticino,3285,343
Thurgau,380,17
Uri,93,7
Valais,1931,150
Vaud,5410,401
Zurich,3582,127
Zug,199,8
