Titel,Cases,Deaths
Aargau,1108,33
Appenzell Ausserrhoden,95,3
Appenzell Innerrhoden,25,0
Bern,1757,85
Basel City,951,50
Basel Country,824,30
Fribourg,1070,78
Geneva,4785,244
Glarus,122,10
Graubünden,813,45
Jura,198,7
Lucerne,694,17
Neuchâtel,677,74
Nidwalden,113,3
Obwalden,78,0
St. Gallen,780,33
Schaffhausen,75,6
Schwyz,302,20
Solothurn,388,15
Ticino,3210,321
Thurgau,365,17
Uri,86,5
Valais,1866,137
Vaud,5274,375
Zurich,3473,122
Zug,189,8
