Titel,Cases,Deaths
Aargau,349,2
Appenzell Ausserrhoden,41,2
Appenzell Innerrhoden,9,0
Bern,660,7
Basel City,505,8
Basel Country,422,5
Fribourg,309,11
Geneva,1743,21
Glarus,43,0
Graubünden,373,9
Jura,83,0
Lucerne,253,3
Neuchâtel,271,5
Nidwalden,48,0
Obwalden,27,0
St. Gallen,280,1
Schaffhausen,35,0
Schwyz,99,0
Solothurn,141,1
Ticino,1401,67
Thurgau,110,1
Uri,38,0
Valais,651,14
Vaud,2351,21
Zurich,1476,9
Zug,87,0
