Titel,Cases,Deaths
Aargau,760,16
Appenzell Ausserrhoden,69,3
Appenzell Innerrhoden,21,0
Bern,1228,33
Basel City,813,28
Basel Country,690,19
Fribourg,729,44
Geneva,3562,103
Glarus,63,2
Graubünden,657,31
Jura,168,0
Lucerne,509,9
Neuchâtel,466,28
Nidwalden,87,0
Obwalden,60,0
St. Gallen,557,13
Schaffhausen,50,1
Schwyz,185,7
Solothurn,264,3
Ticino,2599,198
Thurgau,221,8
Uri,68,2
Valais,1436,61
Vaud,4155,160
Zurich,2719,52
Zug,157,3
