Titel,Cases,Deaths
Aargau,364,3
Appenzell Ausserrhoden,49,2
Appenzell Innerrhoden,13,0
Bern,798,10
Basel City,621,15
Basel Country,539,7
Fribourg,477,17
Geneva,2283,32
Glarus,50,1
Graubünden,497,12
Jura,118,0
Lucerne,351,6
Neuchâtel,313,6
Nidwalden,59,0
Obwalden,46,0
St. Gallen,389,5
Schaffhausen,41,0
Schwyz,135,2
Solothurn,190,2
Ticino,1962,105
Thurgau,148,2
Uri,50,0
Valais,964,21
Vaud,3168,66
Zurich,1758,15
Zug,112,1
