Titel,Cases,Deaths
Aargau,1026,31
Appenzell Ausserrhoden,87,3
Appenzell Innerrhoden,24,0
Bern,1643,77
Basel City,933,45
Basel Country,811,26
Fribourg,1006,76
Geneva,4710,205
Glarus,117,6
Graubünden,782,42
Jura,196,6
Lucerne,648,15
Neuchâtel,652,56
Nidwalden,108,3
Obwalden,67,0
St. Gallen,724,29
Schaffhausen,63,3
Schwyz,282,16
Solothurn,368,11
Ticino,3089,295
Thurgau,340,14
Uri,78,5
Valais,1792,114
Vaud,5037,316
Zurich,3320,108
Zug,176,8
