Titel,Cases,Deaths
Geneva,382,3
Basel City,165,3
Aargau,67,0
Zurich,294,1
Ticino,330,8
Graubünden,47,1
Basel Country,89,2
Neuchâtel,77,1
Jura,16,0
Nidwalden,12,0
Valais,95,3
Schaffhausen,2,0
Bern,131,1
St. Gallen,47,0
Thurgau,23,0
Vaud,695,3
Lucerne,26,0
Zug,13,0
Glarus,5,0
Fribourg,38,0
Appenzell Innerrhoden,0,0
Appenzell Ausserrhoden,5,0
Schwyz,13,0
Obwalden,8,0
Solothurn,10,0
Uri,2,0
