Titel,Cases,Deaths
Aargau,822,17
Appenzell Ausserrhoden,77,3
Appenzell Innerrhoden,24,0
Bern,1375,42
Basel City,859,33
Basel Country,722,22
Fribourg,796,49
Geneva,4271,133
Glarus,67,2
Graubünden,704,35
Jura,182,2
Lucerne,560,9
Neuchâtel,536,34
Nidwalden,100,0
Obwalden,62,0
St. Gallen,632,17
Schaffhausen,53,1
Schwyz,215,10
Solothurn,294,5
Ticino,2776,227
Thurgau,264,8
Uri,72,4
Valais,1565,75
Vaud,4424,204
Zurich,2929,64
Zug,168,3
