Titel,Cases,Deaths
Aargau,1017,29
Appenzell Ausserrhoden,86,3
Appenzell Innerrhoden,24,0
Bern,1622,77
Basel City,933,44
Basel Country,809,26
Fribourg,995,74
Geneva,4670,201
Glarus,115,6
Graubünden,778,40
Jura,194,2
Lucerne,643,15
Neuchâtel,638,56
Nidwalden,108,3
Obwalden,67,0
St. Gallen,718,29
Schaffhausen,63,3
Schwyz,276,16
Solothurn,359,11
Ticino,3065,291
Thurgau,339,13
Uri,78,5
Valais,1775,112
Vaud,4987,310
Zurich,3280,105
Zug,176,8
